##TITLE= Pfeffer-Wyman Instruments
##JCAMP_DX= 4.24
##DATA TYPE= INFRARED SPECTRUM
##YUNITS= % Transmittance
##XUNITS= 1/CM
##FIRSTX= 400.00000
##LASTX= 4000.000
##XFACTOR= 1.00000000
##DELTAX= 4.0000000
##NPOINTS= 901
##XYDATA= (X++(Y..Y))
400.00 84.861 85.444 85.938 85.944 85.571 85.233
424.00 85.325 85.825 86.723 87.311 87.519 87.486
448.00 87.265 86.849 86.383 86.098 86.015 85.992
472.00 85.973 85.899 85.630 85.215 84.814 84.284
496.00 83.394 82.587 82.807 84.178 85.858 87.139
520.00 87.875 88.186 88.171 87.879 87.329 86.545
544.00 85.727 85.216 85.107 85.200 85.359 85.651
568.00 85.960 85.919 85.133 83.365 80.975 79.151
592.00 78.913 79.969 81.472 83.265 85.543 87.989
616.00 89.922 91.021 91.527 91.880 92.262 92.546
640.00 92.594 92.469 92.393 92.481 92.545 92.219
664.00 91.240 89.639 87.913 86.927 87.365 89.114
688.00 91.240 92.755 93.326 93.184 92.659 91.811
712.00 90.540 89.238 88.592 88.550 88.286 87.516
736.00 86.924 86.600 86.197 85.913 86.352 87.859
760.00 89.831 91.382 92.155 92.248 92.084 92.160
784.00 92.630 93.227 93.611 93.636 93.344 92.825
808.00 92.083 90.959 89.266 87.169 85.453 85.127
832.00 86.434 88.498 90.281 91.380 91.845 91.715
856.00 91.079 90.254 89.571 89.216 89.359 90.082
880.00 91.039 91.674 91.831 91.752 91.586 91.227
904.00 90.622 89.968 89.494 89.209 88.977 88.647
928.00 88.058 87.190 86.474 86.423 86.795 86.891
952.00 86.653 86.840 87.719 88.507 88.611 88.136
976.00 87.209 85.601 83.180 80.472 78.797 79.176
1000.00 80.536 80.808 79.431 77.541 75.930 73.629
1024.00 69.538 64.529 61.182 61.657 65.801 71.404
1048.00 75.991 78.244 78.151 76.479 74.477 73.495
1072.00 73.821 74.298 73.801 72.120 69.498 66.200
1096.00 62.981 61.237 62.051 65.035 68.820 72.356
1120.00 75.148 76.936 77.679 77.503 76.397 74.243
1144.00 71.177 67.651 64.261 61.617 60.022 59.071
1168.00 57.944 56.367 54.971 54.393 54.517 54.798
1192.00 54.845 54.592 54.234 54.336 55.409 57.011
1216.00 58.259 59.033 59.875 61.217 63.066 65.112
1240.00 66.980 68.534 69.921 71.238 72.316 73.003
1264.00 73.469 73.979 74.523 74.959 75.317 75.685
1288.00 75.918 75.761 75.233 74.741 74.678 75.015
1312.00 75.348 75.538 76.122 77.547 79.452 81.077
1336.00 82.059 82.552 82.859 83.204 83.600 83.567
1360.00 82.314 79.585 76.237 73.785 73.301 74.635
1384.00 76.499 77.392 76.543 74.392 72.464 72.552
1408.00 74.411 76.157 76.846 76.921 76.929 76.683
