##TITLE= Pfeffer-Wyman Instruments
##JCAMP_DX= 4.24
##DATA TYPE= INFRARED SPECTRUM
##YUNITS= % Transmittance
##XUNITS= 1/CM
##FIRSTX= 400.00000
##LASTX= 4000.000
##XFACTOR= 1.00000000
##DELTAX= 4.0000000
##NPOINTS= 901
##XYDATA= (X++(Y..Y))
400.00 84.447 85.252 85.889 85.854 85.468 85.345
424.00 85.737 86.284 87.015 87.459 87.768 88.078
448.00 88.332 88.456 88.565 88.803 89.044 89.101
472.00 89.068 89.094 89.037 88.739 88.388 88.260
496.00 88.373 88.604 88.890 89.189 89.408 89.499
520.00 89.511 89.500 89.444 89.274 88.977 88.701
544.00 88.710 89.007 89.196 88.986 88.497 88.081
568.00 87.847 87.592 87.016 85.886 84.339 83.113
592.00 82.957 83.772 85.008 86.465 88.122 89.741
616.00 91.019 91.864 92.369 92.706 92.953 93.077
640.00 93.030 92.847 92.723 92.858 93.132 93.148
664.00 92.789 92.394 92.247 92.260 92.471 93.102
688.00 94.042 94.843 95.213 95.155 94.793 94.199
712.00 93.338 92.359 91.646 91.539 91.890 92.264
736.00 92.572 92.529 91.763 90.555 89.779 89.963
760.00 90.838 91.842 92.598 92.971 93.181 93.639
784.00 94.494 95.489 96.238 96.535 96.426 96.139
808.00 95.870 95.637 95.381 95.188 95.279 95.741
832.00 96.362 96.800 96.882 96.655 96.141 95.241
856.00 94.030 92.941 92.448 92.656 93.336 94.206
880.00 94.925 95.232 95.193 95.101 95.071 94.926
904.00 94.509 93.938 93.522 93.504 93.881 94.407
928.00 94.751 94.687 94.238 93.705 93.466 93.653
952.00 94.071 94.433 94.584 94.500 94.195 93.672
976.00 92.842 91.506 89.609 87.648 86.526 86.550
1000.00 86.891 86.480 84.938 82.485 79.394 75.740
1024.00 71.623 67.642 65.207 65.665 68.788 72.986
1048.00 76.691 79.129 80.333 80.784 81.033 81.366
1072.00 81.523 80.987 79.532 77.186 74.047 70.477
1096.00 67.492 66.345 67.409 69.617 71.782 73.644
1120.00 75.293 76.543 77.061 76.630 75.138 72.640
1144.00 69.457 66.092 63.052 60.714 59.156 58.074
1168.00 56.963 55.569 54.214 53.500 53.678 54.509
1192.00 55.658 56.960 58.354 59.778 61.143 62.341
1216.00 63.287 63.975 64.530 65.157 65.967 66.849
1240.00 67.629 68.334 69.153 70.161 71.240 72.277
1264.00 73.309 74.413 75.573 76.742 77.904 79.013
1288.00 79.856 80.152 79.860 79.307 78.813 78.325
1312.00 77.684 77.104 77.137 77.949 79.095 80.041
1336.00 80.700 81.303 81.997 82.782 83.553 83.806
1360.00 82.721 80.081 76.980 75.187 75.635 77.598
1384.00 79.500 80.329 80.104 79.650 79.721 80.545
1408.00 81.662 82.443 82.708 82.937 83.449 83.662
