##TITLE= Pfeffer-Wyman Instruments
##JCAMP_DX= 4.24
##DATA TYPE= INFRARED SPECTRUM
##YUNITS= % Transmittance
##XUNITS= 1/CM
##FIRSTX= 400.00000
##LASTX= 4000.000
##XFACTOR= 1.00000000
##DELTAX= 4.0000000
##NPOINTS= 901
##XYDATA= (X++(Y..Y))
400.00 88.545 88.840 88.957 88.625 87.929 87.261
424.00 87.066 87.422 88.525 89.316 89.665 89.779
448.00 89.774 89.667 89.572 89.613 89.721 89.799
472.00 89.919 90.142 90.353 90.447 90.461 90.404
496.00 90.185 89.826 89.561 89.610 89.967 90.436
520.00 90.815 91.017 91.098 91.185 91.294 91.284
544.00 91.048 90.607 89.903 88.956 88.082 87.611
568.00 87.365 86.818 85.507 83.202 80.315 78.165
592.00 77.866 79.035 80.687 82.682 85.296 88.171
616.00 90.515 91.972 92.769 93.237 93.518 93.648
640.00 93.680 93.666 93.674 93.794 93.931 93.742
664.00 93.019 91.925 90.822 90.132 90.335 91.503
688.00 93.003 94.101 94.538 94.425 93.906 92.966
712.00 91.487 89.752 88.401 87.852 87.882 88.362
736.00 89.919 92.264 94.178 95.098 95.458 95.687
760.00 95.782 95.765 95.653 95.305 94.813 94.618
784.00 94.943 95.522 96.015 96.316 96.464 96.489
808.00 96.315 95.768 94.839 93.949 93.703 94.264
832.00 95.197 95.947 96.281 96.266 96.041 95.721
856.00 95.442 95.355 95.517 95.844 96.198 96.495
880.00 96.674 96.685 96.555 96.383 96.190 95.905
904.00 95.558 95.333 95.324 95.391 95.373 95.265
928.00 95.137 95.015 94.911 94.851 94.846 94.863
952.00 94.856 94.817 94.768 94.703 94.595 94.434
976.00 94.223 93.938 93.538 93.009 92.375 91.677
1000.00 90.852 89.730 88.185 86.138 83.322 79.306
1024.00 74.090 68.733 65.268 65.449 69.175 74.497
1048.00 79.117 81.674 82.006 80.864 79.656 79.574
1072.00 80.242 80.224 78.818 76.391 73.377 69.888
1096.00 66.486 64.318 64.272 66.204 69.155 72.235
1120.00 75.045 77.327 78.791 79.214 78.358 76.060
1144.00 72.511 68.260 64.021 60.561 58.398 57.336
1168.00 56.556 55.424 54.152 53.458 53.665 54.432
1192.00 55.292 56.144 57.179 58.579 60.280 61.980
1216.00 63.325 64.159 64.678 65.325 66.405 67.795
1240.00 69.162 70.442 71.883 73.591 75.302 76.768
1264.00 78.128 79.642 81.245 82.660 83.758 84.553
1288.00 84.956 84.814 84.245 83.744 83.657 83.720
1312.00 83.483 83.180 83.717 85.401 87.316 88.360
1336.00 88.338 87.754 87.163 87.000 87.444 87.889
1360.00 87.113 84.592 81.458 79.715 80.439 82.799
1384.00 85.062 86.231 86.377 86.009 85.509 85.427
1408.00 86.205 87.199 87.474 87.266 87.244 87.050
1432.00 85.989 84.046 81.771 79.524 77.318 74.886
1456.00 71.802 68.527 66.664 67.678 71.824 77.476
1480.00 82.668 86.887 90.235 92.625 93.997 94.506
1504.00 94.445 94.394 94.702 94.840 94.655 94.794
1528.00 95.329 95.418 94.765 94.147 94.438 94.964
1552.00 94.760 93.997 93.575 93.674 93.557 93.036
1576.00 92.536 92.216 91.856 91.391 90.759 89.587
1600.00 87.403 84.035 79.830 76.194 75.816 78.356
1624.00 80.975 81.575 79.811 77.399 76.739 78.249
1648.00 80.651 83.779 87.448 90.084 91.426 92.012
1672.00 92.404 92.638 92.499 92.193 91.969 91.499
1696.00 90.515 89.713 89.747 89.847 89.056 87.046
1720.00 84.086 80.114 73.977 64.627 54.746 50.799
1744.00 55.830 66.392 76.952 84.341 88.689 91.174
1768.00 92.667 93.771 94.840 95.794 96.422 96.748
1792.00 96.977 97.302 97.734 98.124 98.393 98.622
1816.00 98.839 98.897 98.761 98.701 98.906 99.109
1840.00 99.066 98.971 99.093 99.346 99.470 99.366
1864.00 99.138 99.001 99.082 99.262 99.326 99.222
1888.00 99.075 99.029 99.100 99.195 99.230 99.196
1912.00 99.127 99.049 99.014 99.083 99.221 99.290
1936.00 99.225 99.109 99.070 99.125 99.188 99.187
1960.00 99.129 99.069 99.047 99.062 99.083 99.070
1984.00 99.001 98.911 98.864 98.873 98.888 98.863
2008.00 98.793 98.694 98.591 98.514 98.471 98.440
2032.00 98.402 98.365 98.343 98.339 98.342 98.339
2056.00 98.317 98.278 98.242 98.222 98.220 98.227
2080.00 98.240 98.253 98.263 98.272 98.282 98.287
2104.00 98.287 98.287 98.288 98.287 98.286 98.288
2128.00 98.290 98.283 98.259 98.225 98.193 98.168
2152.00 98.145 98.126 98.114 98.107 98.104 98.102
2176.00 98.101 98.097 98.087 98.070 98.057 98.045
2200.00 98.028 98.005 97.980 97.956 97.927 97.892
2224.00 97.858 97.826 97.794 97.768 97.751 97.741
2248.00 97.732 97.724 97.715 97.699 97.678 97.652
2272.00 97.626 97.595 97.555 97.500 97.427 97.340
2296.00 97.239 97.164 97.154 97.145 97.136 97.126
2320.00 97.116 97.107 97.097 97.088 97.079 97.071
2344.00 97.062 97.054 97.044 97.034 97.024 97.015
2368.00 97.006 96.999 96.992 96.984 96.976 96.975
2392.00 97.025 97.040 97.043 97.045 97.044 97.041
2416.00 97.035 97.028 97.025 97.028 97.036 97.048
2440.00 97.057 97.061 97.058 97.047 97.027 96.998
2464.00 96.966 96.926 96.875 96.825 96.787 96.769
2488.00 96.756 96.735 96.708 96.686 96.673 96.658
2512.00 96.628 96.587 96.546 96.506 96.465 96.428
